Time (msec);..ECT (°C);..IAT (°C);..IGN (°BTDC);..IPW (ms);..Load (mg/stroke);..MAF (kg/h);..RPM (RPM);..TPS (%);.IACV (%);.IdleFT1 (ms);.LTFT1 (%);.STFT1 (%);.V_MAF (VDC);V_O2_Front #1 (VDC);..Knock (° Cor);Innovate MTS PSB-1 CH3 (PSI);Innovate Wideband AFR (AFR Gasoline)
32188;93,2;46,1;15,2;1,111;75,20;11,75;886;0,0;1,74;0,00;0,14;1,69;0,61;3,90;0,00;0;15,04
32269;93,2;46,1;13,3;1,095;74,18;11,75;898;0,0;1,74;0,00;0,14;1,84;0,61;4,59;0,00;0;15,05
32348;93,2;46,1;15,9;1,218;82,07;12,75;880;0,0;1,75;0,00;0,14;1,98;0,61;4,59;0,00;0;15,05
32427;93,2;46,1;14,4;1,025;68,59;10,75;891;0,0;1,76;0,00;0,14;2,13;0,59;1,89;0,00;0;14,74
32507;93,2;46,1;12,6;1,004;67,74;10,75;902;0,0;1,76;0,00;0,14;1,70;0,59;0,98;0,00;0;14,74
32589;93,2;46,1;13,3;1,015;68,08;10,75;897;0,0;1,76;0,00;0,14;1,56;0,57;0,86;0,00;0;14,63
32668;93,2;46,1;15,6;1,036;70,28;10,75;869;0,0;1,77;0,00;0,14;1,41;0,59;0,78;0,00;0;14,63
32748;93,2;46,1;15,6;1,041;70,37;10,75;868;0,0;1,79;0,00;0,14;1,26;0,61;0,76;0,00;0;14,64
32827;93,2;46,1;15,6;1,132;76,98;11,75;866;0,0;1,81;0,00;0,14;1,12;0,64;0,74;0,00;0;14,64
32907;93,2;46,1;15,6;1,132;76,98;11,75;866;0,0;1,83;0,00;0,14;0,97;0,61;0,74;0,00;0;14,61
32989;93,2;46,1;15,2;1,020;69,18;10,75;883;0,0;1,84;0,00;0,14;0,82;0,59;0,76;0,00;0;14,61
33068;93,2;46,1;13,3;1,004;68,16;10,75;896;0,0;1,85;0,00;0,14;0,68;0,59;0,80;0,00;0;14,69
33147;93,2;46,1;15,6;0,934;62,99;9,75;881;0,0;1,86;0,00;0,14;0,53;0,55;0,96;0,00;0;14,69
33227;93,2;46,1;15,6;1,121;76,47;11,75;871;0,0;1,88;0,00;0,14;0,38;0,62;1,48;0,00;0;14,92
33307;93,2;46,1;15,6;1,143;77,83;11,75;856;0,0;1,90;0,00;0,14;1,19;0,61;3,49;0,00;0;14,92
33386;93,2;46,1;15,6;1,041;70,62;10,75;865;0,0;1,92;0,00;0,14;1,34;0,59;4,39;0,00;0;14,96
33466;93,2;46,1;15,6;1,212;81,98;12,75;881;0,0;1,93;0,00;0,14;1,49;0,62;4,51;0,00;0;14,96
33547;93,2;46,1;15,2;1,031;69,27;10,75;882;0,0;1,95;0,00;0,14;1,63;0,57;4,57;0,00;0;14,88
33627;93,2;46,1;13,7;1,100;74,61;11,75;893;0,0;1,96;0,00;0,14;1,78;0,61;4,65;0,00;0;14,82
33708;93,2;46,1;15,2;1,121;75,45;11,75;883;0,0;1,97;0,00;0,14;1,93;0,55;4,68;0,00;0;14,89
33788;93,2;46,1;14,8;0,940;62,91;9,75;883;0,0;1,98;0,00;0,14;2,07;0,59;4,72;0,00;0;14,92
33868;93,2;46,1;13,3;1,105;74,61;11,75;893;0,0;1,99;0,00;0,14;2,22;0,61;4,72;0,00;0;14,96
33946;93,2;46,1;15,2;1,159;77,83;11,75;856;0,0;2,01;0,00;0,14;2,37;0,61;4,74;0,00;0;14,94
34027;93,2;46,1;15,2;1,143;76,47;11,75;871;0,0;2,03;0,00;0,14;2,51;0,61;4,76;0,00;0;14,96
34108;93,2;46,1;13,3;1,111;74,61;11,75;893;0,0;2,04;0,00;0,14;2,66;0,61;4,76;0,00;0;14,89
34187;93,2;46,1;12,6;1,111;74,27;11,75;897;0,0;2,04;0,00;0,14;2,80;0,62;4,76;0,00;0;14,94
34268;93,9;46,1;11,8;1,100;73,84;11,75;902;0,0;1,75;0,00;0,14;2,95;0,59;4,78;0,00;0;14,88
34346;93,9;46,1;13,0;1,025;68,25;10,75;895;0,0;2,05;0,00;0,14;3,10;0,57;4,78;0,00;0;14,94
34426;93,9;46,1;13,7;1,036;68,59;10,75;891;0,0;2,05;0,00;0,14;3,24;0,59;4,78;0,00;0;14,95
34507;93,9;46,1;15,2;1,057;70,11;10,75;871;0,0;2,07;0,00;0,14;3,39;0,57;4,76;0,00;0;14,94
34586;93,9;46,1;15,2;1,148;76,30;11,75;873;0,0;2,09;0,00;0,14;3,54;0,61;3,73;0,00;0;14,82
34667;93,9;46,9;14,8;1,132;75,45;11,75;883;0,0;2,10;0,00;0,14;3,26;0,61;1,58;0,00;0;14,76
34749;93,9;46,9;12,6;1,116;74,35;11,75;896;0,0;2,11;0,00;0,14;3,11;0,61;1,11;0,00;0;14,69
34828;93,9;46,9;11,5;1,015;67,65;10,75;903;0,0;1,81;0,00;0,14;2,96;0,59;0,96;0,00;0;14,67
34908;93,9;46,9;11,5;0,924;61,38;9,75;904;0,0;1,80;0,00;0,14;2,82;0,55;0,94;0,00;0;14,67
34987;93,9;46,9;13,7;1,031;68,59;10,75;890;0,0;2,10;0,00;0,14;2,67;0,59;1,00;0,00;0;14,67
35068;93,9;46,9;14,4;0,945;62,74;9,75;885;0,0;2,10;0,00;0,14;2,53;0,55;1,13;0,00;0;14,73
35148;93,9;46,9;14,4;1,121;75,28;11,75;885;0,0;2,11;0,00;0,14;2,38;0,59;1,03;0,00;0;14,73
35227;93,9;46,9;14,8;1,041;69,69;10,75;876;0,0;2,12;0,00;0,14;2,23;0,61;0,94;0,00;0;14,76
35307;93,9;46,9;14,1;1,116;75,20;11,75;886;0,0;2,14;0,00;0,14;2,09;0,59;0,82;0,00;0;14,76
35388;93,9;46,9;13,3;1,111;74,78;11,75;891;0,0;2,14;0,00;0,14;1,94;0,62;0,80;0,00;0;14,67
35466;93,9;46,9;13,7;1,020;68,59;10,75;890;0,0;2,15;0,00;0,14;1,79;0,59;0,84;0,00;0;14,67
35547;93,9;46,9;11,5;1,084;73,76;11,75;903;0,0;1,86;0,00;0,14;1,65;0,61;0,96;0,00;0;14,77
35626;93,9;46,9;11,5;0,999;67,65;10,75;903;0,0;1,85;0,00;0,14;1,50;0,57;1,44;0,00;0;14,77
35707;93,9;46,9;11,1;0,993;67,32;10,75;907;0,0;1,84;0,00;0,14;1,35;0,57;2,17;0,00;0;14,86
35788;93,9;46,9;14,4;0,956;63,50;9,75;874;0,0;2,15;0,00;0,14;2,24;0,57;3,92;0,00;0;14,86
35867;93,9;46,9;14,4;1,153;77,32;11,75;862;0,0;2,17;0,00;0,14;2,38;0,61;4,16;0,00;0;14,89
35948;93,9;46,9;13,7;1,196;79,18;11,75;842;0,0;2,49;0,00;0,14;2,53;0,61;3,59;0,00;0;14,89
36027;93,9;46,9;14,4;1,159;77,74;11,75;857;0,0;2,22;0,00;0,14;2,67;0,59;1,99;0,00;0;14,80
36109;93,9;46,9;14,4;1,036;69,52;10,75;879;0,0;2,23;0,00;0,14;2,25;0,57;1,44;0,00;0;14,80
36187;93,9;46,9;12,2;1,020;68,25;10,75;895;0,0;2,24;0,00;0,14;2,10;0,62;1,85;0,00;0;14,86
36268;93,9;46,9;13,7;1,127;75,28;11,75;885;0,0;2,25;0,00;0,14;2,91;0,61;3,05;0,00;0;14,86
36346;93,9;46,9;13,0;1,121;74,95;11,75;889;0,0;2,26;0,00;0,14;3,06;0,57;4,55;0,00;0;14,95
36426;93,9;46,9;10,7;1,015;67,40;10,75;906;0,0;2,26;0,00;0,14;3,20;0,59;4,68;0,00;0;14,95
36506;93,9;46,9;12,6;1,116;74,35;11,75;896;0,0;2,25;0,00;0,14;3,35;0,61;4,72;0,00;0;15,01
36588;93,9;46,9;14,4;1,137;75,71;11,75;880;0,0;2,26;0,00;0,14;3,50;0,59;4,72;0,00;0;15,01
36668;93,9;46,9;13,0;1,121;74,52;11,75;894;0,0;2,27;0,00;0,14;3,64;0,61;4,74;0,00;0;14,91
36747;93,9;46,9;10,7;1,025;67,65;10,75;903;0,0;1,98;0,00;0,14;3,79;0,59;4,74;0,00;0;14,91
36827;93,9;46,9;10,7;1,025;67,65;10,75;903;0,0;1,98;0,00;0,14;3,94;0,59;4,72;0,00;0;14,89
36907;93,9;46,9;12,2;1,041;68,50;10,75;892;0,0;2,27;0,00;0,14;4,08;0,57;4,72;0,00;0;14,89
36988;93,9;46,9;14,1;1,143;75,71;11,75;880;0,0;2,29;0,00;0,14;4,23;0,61;4,74;0,00;0;14,86
37067;93,9;46,9;12,6;1,137;74,78;11,75;891;0,0;2,29;0,00;0,14;4,38;0,59;4,76;0,00;0;14,91
37147;93,9;46,9;10,7;1,031;67,74;10,75;902;0,0;2,00;0,00;0,14;4,52;0,59;4,76;0,00;0;14,92
37227;93,9;46,9;10,7;1,116;73,67;11,75;904;0,0;1,99;0,00;0,14;4,67;0,61;4,76;0,00;0;14,91
37307;93,9;46,9;11,8;1,127;74,18;11,75;898;0,0;2,29;0,00;0,14;4,82;0,61;4,74;0,00;0;14,88
37388;93,9;46,9;10,7;1,036;67,74;10,75;902;0,0;2,29;0,00;0,14;4,96;0,59;4,08;0,00;0;14,85
37467;93,9;46,9;10,3;0,940;61,13;9,75;908;0,0;1,98;0,00;0,14;4,76;0,57;1,78;0,00;0;14,79
37547;93,9;46,9;10,7;1,025;67,48;10,75;905;0,0;1,98;0,00;0,14;4,61;0,55;1,05;0,00;0;14,73
37628;93,9;46,9;12,6;1,047;68,42;10,75;893;0,0;2,27;0,00;0,14;4,46;0,59;0,86;0,00;0;14,61
37706;93,9;46,9;14,1;1,057;69,27;10,75;882;0,0;2,29;0,00;0,14;4,32;0,59;0,80;0,00;0;14,55
37787;93,9;46,9;13,7;1,137;75,37;11,75;884;0,0;2,30;0,00;0,14;4,17;0,62;0,76;0,00;0;14,58
37868;93,9;46,9;12,2;1,132;74,78;11,75;891;0,0;2,30;0,00;0,14;4,02;0,59;0,72;0,00;0;14,54
37948;93,9;46,9;10,7;1,111;73,93;11,75;901;0,0;2,31;0,00;0,14;3,88;0,62;0,74;0,00;0;14,55
38028;93,9;46,9;11,1;1,212;80,37;12,75;898;0,0;2,30;0,00;0,14;3,73;0,61;0,80;0,00;0;14,60
38107;93,9;46,9;11,1;1,116;74,18;11,75;898;0,0;2,31;0,00;0,14;3,58;0,59;0,88;0,00;0;14,69
38187;93,9;46,9;10,0;1,105;73,59;11,75;906;0,0;2,01;0,00;0,14;3,44;0,61;0,94;0,00;0;14,89
38269;93,9;46,9;10,0;1,095;73,42;11,75;908;0,0;2,00;0,00;0,14;3,29;0,59;0,94;0,00;0;14,89
38347;93,9;46,9;9,6;1,185;79,27;12,75;911;0,0;1,99;0,00;0,14;3,14;0,62;0,90;0,00;0;14,77
38429;93,9;46,9;10,0;1,009;67,57;10,75;904;0,0;2,27;0,00;0,14;3,00;0,59;0,90;0,00;0;14,77
38507;93,9;46,9;10,0;1,100;73,50;11,75;907;0,0;1,97;0,00;0,14;2,85;0,61;0,80;0,00;0;14,73
38587;93,9;46,9;12,2;1,031;68,50;10,75;892;0,0;2,26;0,00;0,14;2,71;0,59;0,74;0,00;0;14,73
38667;93,9;47,6;11,8;1,111;74,35;11,75;896;0,0;2,27;0,00;0,14;2,56;0,61;0,70;0,00;0;14,60
38746;93,9;47,6;11,5;1,202;80,63;12,75;895;0,0;2,28;0,00;0,14;2,41;0,62;0,68;0,00;0;14,60
38828;93,9;47,6;13,3;1,121;75,62;11,75;881;0,0;2,29;0,00;0,14;2,27;0,61;0,66;0,00;0;14,51
38907;93,9;47,6;10,0;1,089;73,84;11,75;902;0,0;2,00;0,00;0,14;2,12;0,61;0,64;0,00;0;14,51
38989;93,9;47,6;9,6;1,175;79,61;12,75;907;0,4;1,99;0,00;0,14;1,97;0,62;0,64;0,00;0;14,46
39067;93,9;47,6;9,6;1,175;79,44;12,75;909;0,4;1,99;0,00;0,14;1,83;0,61;0,64;0,00;0;14,46
39147;93,9;47,6;11,1;1,185;80,37;12,75;898;1,2;2,29;0,00;0,14;1,68;0,66;0,66;0,00;0;14,51
39229;93,9;47,6;4,0;1,287;86,81;14,00;896;1,6;1,48;0,00;0,14;1,53;0,68;0,68;0,00;0;14,51
39307;93,9;47,6;4,0;1,372;92,83;14,75;897;2,4;0,53;0,00;0,14;1,39;0,72;0,66;0,00;0;14,58
39387;93,9;47,6;4,4;1,549;104,70;16,75;902;3,5;0,53;0,00;0,14;1,23;0,74;0,66;0,00;0;14,58
39467;93,9;47,6;5,1;1,698;114,96;18,75;918;3,9;0,53;0,00;0,14;1,05;0,80;0,64;0,00;0;14,36
39546;93,9;47,6;5,9;1,810;122,42;20,75;953;3,9;0,53;0,00;0,14;0,87;0,80;0,61;0,00;0;14,36
39627;93,9;47,6;6,6;1,549;105,30;18,75;1002;4,3;0,53;0,00;0,14;0,67;0,80;0,59;0,00;0;14,07
39707;93,9;47,6;7,4;1,388;94,78;17,75;1055;4,3;0,53;0,00;0,14;0,45;0,78;0,59;0,00;0;14,07
39787;93,9;47,6;8,5;1,298;89,36;17,75;1119;4,3;0,53;0,00;0,14;0,24;0,78;0,57;0,00;0;13,80
39868;93,9;47,6;9,2;1,271;87,66;17,75;1140;4,3;0,53;0,00;0,14;0,02;0,82;0,57;0,00;0;13,80
39948;93,9;47,6;10,3;1,335;92,16;18,75;1145;4,3;0,53;0,00;0,14;-0,20;0,80;0,57;0,00;0;14,04
40027;93,9;47,6;11,1;1,314;90,88;18,75;1161;4,3;0,53;0,00;0,14;-0,42;0,82;0,62;0,00;0;14,04
40107;93,9;47,6;11,8;1,340;93,00;19,75;1194;4,3;0,53;0,00;0,14;-0,64;0,82;1,07;0,00;0;15,14
40187;93,9;47,6;13,0;1,324;89,70;19,75;1238;4,7;0,53;0,00;0,14;2,21;0,82;4,41;0,00;0;15,14
40267;93,9;47,6;8,5;1,559;105,38;23,75;1265;6,3;0,53;0,00;0,14;2,47;0,94;4,61;0,00;0;15,67
40348;93,9;47,6;9,6;1,800;121,32;27,75;1282;6,7;0,53;0,00;0,14;2,77;0,98;4,67;0,00;0;15,98
40426;93,9;47,6;10,3;1,768;118,69;27,75;1310;6,7;0,53;0,00;0,14;3,10;1,02;4,70;0,00;0;16,02
40507;93,9;47,6;11,8;1,928;129,29;30,75;1332;6,7;0,53;0,00;0,14;3,45;1,02;4,72;0,00;0;15,86
40588;93,9;47,6;12,6;2,125;142,52;33,75;1325;6,7;0,53;0,00;0,14;3,82;1,02;4,76;0,00;0;15,79
40666;93,9;47,6;13,7;2,072;138,45;31,75;1284;6,7;0,53;0,00;0,14;4,19;1,03;4,76;0,00;0;15,57
40746;93,9;47,6;14,8;2,147;142,43;30,75;1209;6,7;0,53;0,00;0,14;4,55;1,03;4,78;0,00;0;15,36
40828;93,9;47,6;15,2;2,259;149,04;29,75;1118;6,7;0,53;0,00;0,14;4,88;0,96;4,80;0,00;0;15,16
40907;93,9;47,6;14,4;2,200;144,21;26,75;1040;6,7;0,53;0,00;0,14;5,17;0,98;4,80;0,00;0;15,21
40987;93,9;47,6;13,7;2,547;167,27;28,75;963;6,7;0,53;0,00;0,14;5,44;1,00;4,78;0,00;0;14,95
41068;93,9;47,6;13,0;2,691;176,17;27,75;883;6,7;0,53;0,00;0,14;5,70;0,96;2,58;0,00;0;14,73
41147;93,9;47,6;12,2;3,193;208,98;30,75;824;6,7;0,53;0,00;0,14;5,75;1,03;1,11;0,00;0;14,48
41226;93,9;47,6;11,5;3,167;205,76;28,75;783;6,7;0,53;0,00;0,14;5,75;1,03;0,80;0,00;0;14,46
41306;93,9;47,6;11,1;3,412;218,90;28,75;736;7,1;0,53;0,00;0,14;5,75;0,96;0,70;0,00;0;14,24
41386;93,9;47,6;10,3;3,535;226,70;29,75;735;7,1;0,53;0,00;0,14;5,75;0,96;0,64;0,00;0;14,20
41466;93,9;47,6;10,0;3,076;198,89;26,75;754;7,1;0,53;0,00;0,14;5,75;0,92;0,59;0,00;0;13,74
41547;93,9;47,6;10,3;2,825;184,06;26,75;815;7,1;0,53;0,00;0,14;5,75;0,92;0,57;0,00;0;13,47
41626;93,9;47,6;11,1;2,713;177,61;28,75;907;7,1;0,53;0,00;0,14;5,75;1,00;0,55;0,00;0;13,13
41707;93,9;47,6;11,8;2,446;159,81;27,75;973;7,1;0,53;0,00;0,14;5,71;0,96;0,55;0,00;0;13,13
41788;93,9;47,6;13,0;2,115;137,60;24,75;1009;7,1;0,53;0,00;0,14;5,55;0,94;0,57;0,00;0;13,66
41867;93,9;47,6;13,7;2,056;134,29;24,75;1034;7,1;0,53;0,00;0,14;5,31;0,94;0,61;0,00;0;13,66
41948;93,9;47,6;14,4;1,986;129,63;24,75;1071;7,1;0,53;0,00;0,14;5,06;0,92;0,68;0,00;0;14,70
42027;93,9;47,6;14,8;1,954;128,02;25,75;1128;7,1;0,53;0,00;0,14;4,75;0,96;1,91;0,00;0;14,70
42108;93,9;47,6;15,9;2,115;134,88;28,75;1194;7,1;0,53;0,00;0,14;8,23;1,00;4,57;0,00;0;15,95
42186;93,9;47,6;16,7;2,024;128,87;28,75;1250;7,5;0,53;0,00;0,14;8,60;1,02;4,68;0,00;0;15,95
42268;93,9;47,6;14,4;2,259;144,13;32,75;1272;8,2;0,53;0,00;0,14;8,96;1,07;4,72;0,00;0;16,08
42347;93,9;47,6;14,1;2,595;166,42;38,75;1302;9,0;0,53;0,00;0,14;9,34;1,09;4,76;0,00;0;16,08
42426;93,9;47,6;15,2;2,569;163,96;40,75;1389;9,0;0,53;0,00;0,14;9,74;1,21;4,76;0,00;0;15,63
42506;93,9;47,6;15,9;2,606;166,25;42,75;1437;9,0;0,53;0,00;0,14;10,17;1,19;4,78;0,00;0;15,63
42588;93,9;47,6;17,4;2,739;174,65;46,75;1495;9,0;0,53;0,00;0,14;10,61;1,25;4,78;0,00;0;15,04
42667;93,9;47,6;18,5;2,755;175,07;47,75;1523;9,4;0,53;0,00;0,14;11,05;1,21;4,78;0,00;0;15,04
42749;93,9;47,6;16,3;2,836;179,99;50,75;1574;11,0;0,53;0,00;0,14;11,49;1,29;4,04;0,00;0;14,63
42826;93,9;47,6;16,3;3,156;195,50;57,75;1648;13,3;0,53;0,00;0,14;9,76;1,39;1,05;0,00;0;14,63
42907;93,9;47,6;14,1;4,133;256,37;80,75;1755;16,9;0,53;0,00;0,14;9,08;1,56;0,74;0,00;0;14,07
42987;93,9;47,6;13,7;3,818;242,98;80,75;1852;17,3;0,53;0,00;0,14;8,30;1,52;0,66;0,00;0;14,07
43068;93,9;47,6;15,2;3,386;220,00;75,75;1919;17,3;0,53;0,00;0,14;7,49;1,54;0,61;0,00;0;13,48
43150;93,9;46,9;16,7;3,081;203,30;71,75;1967;17,3;0,53;0,00;0,14;6,66;1,48;0,59;0,00;0;13,48
43228;93,9;46,9;16,3;3,359;215,43;77,75;2011;20,8;0,53;0,00;0,14;5,85;1,58;0,61;-0,75;0;14,02
43306;94,7;46,9;10,0;3,893;255,44;97,75;2131;31,4;0,53;0,00;0,14;4,94;1,70;0,66;-0,75;0;14,02
43388;94,7;46,9;8,5;3,952;239,84;96,75;2247;40,8;0,53;0,00;0,14;4,03;1,66;0,62;-0,75;0;13,94
43466;94,7;46,9;7,7;3,508;238,49;99,75;2329;46,7;0,53;0,00;0,14;3,09;1,72;0,61;-0,75;0;13,94
43547;94,7;46,9;8,1;3,685;241,62;102,75;2368;52,9;0,53;0,00;0,14;2,07;1,72;0,61;-0,75;0;13,79
43627;94,7;46,9;6,6;4,507;286,05;125,75;2447;56,9;0,53;0,00;0,14;1,04;1,82;0,66;-0,75;0;14,30
43707;94,7;46,9;8,5;4,251;273,16;126,75;2583;60,0;0,53;0,00;0,14;0,02;1,78;0,62;-0,75;0;14,61
43788;94,7;46,9;6,6;4,619;289,95;139,75;2682;63,9;0,53;0,00;0,14;0,00;1,89;0,61;-0,75;0;13,86
43867;94,7;46,9;8,1;4,000;257,90;126,75;2736;67,1;0,53;0,00;0,14;0,00;1,91;0,61;-0,75;0;13,88
43948;94,7;46,9;8,5;4,267;269,60;137,75;2844;71,0;0,53;0,00;0,14;0,00;1,85;0,61;-0,38;0;14,04
44027;94,7;46,9;9,2;4,774;292,91;154,75;2940;72,9;0,53;0,00;0,14;0,00;1,99;0,59;-0,38;0;13,92
44108;94,7;46,9;9,2;5,196;311,82;171,75;3064;73,7;0,53;0,00;0,14;0,00;2,07;0,57;-0,38;0;13,57
44187;94,7;46,1;10,3;5,052;303,68;173,75;3183;74,1;0,53;0,00;0,14;0,00;2,09;0,53;0,00;0;13,02
44269;94,7;46,1;10,3;4,737;287,49;168,75;3266;74,1;0,53;0,00;0,14;0,00;2,07;0,53;0,00;0;12,41
44348;94,7;46,1;10,7;5,046;302,16;183,75;3383;74,1;0,53;0,00;0,14;0,00;2,19;0,53;0,00;0;12,33
44427;94,7;46,1;11,1;5,100;303,77;192,75;3530;74,5;0,53;0,00;0,14;0,00;2,21;0,53;0,00;0;12,58
44507;94,7;46,1;8,9;5,735;336,07;219,75;3637;74,5;0,53;0,00;0,14;0,00;2,26;0,53;0,00;0;12,61
44587;94,7;46,1;7,7;6,381;368,37;247,75;3740;74,5;0,53;0,00;0,14;0,00;2,38;0,51;0,00;0;12,23
44667;94,7;45,4;7,7;6,488;370,40;259,75;3900;74,9;0,53;0,00;0,14;0,00;2,46;0,51;0,00;0;11,52
44746;94,7;45,4;8,1;6,915;395,33;287,75;4047;74,9;0,53;0,00;0,14;0,00;2,54;0,49;0,00;0;11,19
44828;94,7;45,4;8,5;7,919;460,36;347,75;4200;74,9;0,53;0,00;0,14;0,00;2,73;0,49;0,00;0;11,05
44907;94,7;45,4;8,1;7,823;455,01;362,75;4432;74,9;0,53;0,00;0,14;0,00;2,79;0,49;0,00;0;10,91
44987;94,7;45,4;8,1;8,731;509,70;425,75;4643;74,9;0,53;0,00;0,14;0,00;2,95;0,49;0,00;0;10,91
45066;94,7;45,4;8,1;8,170;480,36;417,75;4834;74,9;0,53;0,00;0,14;0,00;2,97;0,51;0,00;0;11,39
45148;94,7;43,9;8,1;8,565;511,99;462,75;5024;74,9;0,53;0,00;0,14;0,00;2,95;0,51;0,00;0;11,39
45229;94,7;43,9;8,5;8,720;528,60;502,75;5287;74,9;0,53;0,00;0,14;0,00;3,12;0,51;0,00;0;11,80
45306;94,7;43,9;8,9;9,094;552,77;543,75;5468;74,9;0,53;0,00;0,14;0,00;3,14;0,51;0,00;0;11,80
45388;94,7;43,9;8,1;9,745;591,26;607,75;5713;74,9;0,53;0,00;0,14;0,00;3,26;0,51;0,00;0;11,38
45468;94,7;43,9;7,7;9,687;588,12;619,75;5857;74,9;0,53;0,00;0,14;0,00;3,30;0,51;0,00;0;11,38
45548;94,7;43,9;7,7;9,847;598,63;643,75;5977;74,9;0,53;0,00;0,14;0,00;3,38;0,49;0,00;0;11,16
45628;94,7;43,9;7,4;9,970;604,23;662,75;6096;74,9;0,53;0,00;0,14;0,00;3,44;0,49;0,00;0;11,16
45709;94,7;43,1;7,4;9,035;548,70;619,75;6278;74,9;0,53;0,00;0,14;0,00;3,40;0,49;0,00;0;11,01
45788;93,9;43,1;7,4;9,350;567,69;647,75;6342;74,9;0,53;0,00;0,14;0,00;3,32;0,49;-1,12;0;11,01
45868;93,9;43,1;7,4;9,644;583,63;677,75;6454;74,9;0,53;0,00;0,14;0,00;3,44;0,49;-1,12;0;11,05
45948;93,9;43,1;11,1;4,373;269,60;311,75;6428;16,9;0,53;0,00;0,14;0,00;2,50;0,49;0,00;0;11,05
46028;93,9;43,1;18,9;0,507;32,89;36,75;6246;0,0;0,53;0,00;0,14;0,00;1,11;0,51;0,00;0;10,79
46108;93,9;43,1;22,7;0,662;45,78;50,75;6184;0,0;0,53;0,00;0,14;0,00;1,27;0,53;0,00;0;10,79
46188;93,9;41,6;18,5;0,459;29,50;31,75;6014;0,0;0,53;0,00;0,14;0,00;1,03;0,61;0,00;0;13,69
46266;93,9;41,6;24,9;1,223;71,81;74,75;5800;7,5;0,53;0,00;0,14;0,00;1,58;4,06;0,00;0;13,69
46349;93,9;41,6;7,0;6,958;414,74;437,75;5867;75,3;0,53;0,00;0,14;0,00;2,97;1,37;0,00;0;15,77
46427;93,9;41,6;8,1;7,668;456,71;413,75;5036;75,3;0,53;0,00;0,14;0,00;2,81;0,57;0,00;0;15,77
46507;93,9;41,6;8,5;8,918;523,60;439,75;4669;75,3;0,53;0,00;0,14;0,00;2,93;0,55;0,00;0;12,02
46588;93,9;41,6;8,5;8,752;511,48;417,75;4540;75,3;0,53;0,00;0,14;0,00;2,93;0,53;0,00;0;12,02
46667;93,9;40,9;8,9;9,163;547,93;420,75;4269;75,3;0,53;0,00;0,14;0,00;2,83;0,53;0,00;0;11,22
46749;94,7;40,9;8,9;8,672;508,00;403,75;4418;75,3;0,53;0,00;0,14;0,00;2,93;0,51;0,00;0;11,22
46828;94,7;40,9;8,5;9,372;552,51;454,75;4575;75,3;0,53;0,00;0,14;0,00;3,01;0,51;0,00;0;11,32
46908;94,7;40,9;8,5;8,774;512,58;422,75;4585;75,3;0,53;0,00;0,14;0,00;2,99;0,51;0,00;0;11,32
46987;94,7;40,9;8,5;9,425;555,90;465,75;4657;75,3;0,53;0,00;0,14;0,00;3,01;0,51;0,00;0;11,69
47066;94,7;40,9;8,5;9,612;570,57;491,75;4791;75,3;0,53;0,00;0,14;0,00;3,10;0,51;0,00;0;11,44
47150;94,7;40,9;8,5;9,382;559,97;491,75;4881;75,3;0,53;0,00;0,14;0,00;3,05;0,51;0,00;0;11,36
47228;94,7;40,9;8,5;10,077;604,23;533,75;4910;75,3;0,53;0,00;0,14;0,00;3,20;0,51;0,00;0;11,54
47308;94,7;40,9;8,5;8,736;524,36;470,75;4990;75,3;0,53;0,00;0,14;0,00;3,06;0,51;0,00;0;11,61
47386;94,7;40,9;8,5;9,073;549,88;504,75;5102;75,3;0,53;0,00;0,14;0,00;3,18;0,51;0,00;0;11,14
47466;94,7;40,9;8,5;9,382;568,87;533,75;5215;75,3;0,53;0,00;0,14;0,00;3,03;0,49;0,00;0;11,33
47547;94,7;40,9;8,5;9,596;582,01;547,75;5231;75,3;0,53;0,00;0,14;0,00;3,16;0,51;0,00;0;11,20
47626;94,7;40,9;8,5;9,516;577,61;557,75;5367;75,3;0,53;0,00;0,14;0,00;3,32;0,51;0,00;0;11,47
47707;94,7;40,1;8,9;9,286;564,38;555,75;5473;75,3;0,53;0,00;0,14;0,00;3,18;0,51;0,00;0;11,61
47788;94,7;40,1;8,5;9,516;578,37;573,75;5514;75,3;0,53;0,00;0,14;0,00;3,22;0,51;0,00;0;11,52
47868;94,7;40,1;8,1;9,740;592,61;598,75;5616;75,3;0,53;0,00;0,14;0,00;3,26;0,49;0,00;0;11,39
47948;94,7;40,1;8,1;10,381;632,63;647,75;5691;75,3;0,53;0,00;0,14;0,00;3,28;0,51;0,00;0;11,20
48027;94,7;40,1;8,1;10,263;622,62;646,75;5773;75,3;0,53;0,00;0,14;0,00;3,34;0,49;0,00;0;11,39
48108;94,7;40,1;8,1;10,125;614,15;639,75;5790;75,3;0,53;0,00;0,14;0,00;3,38;0,49;0,00;0;11,17
48188;94,7;39,4;8,1;10,370;630,25;673,75;5941;75,3;0,53;0,00;0,14;0,00;3,44;0,49;0,00;0;10,98
48267;94,7;39,4;7,7;8,977;544,63;588,75;6008;38,0;0,53;0,00;0,14;0,00;3,18;0,49;0,00;0;11,11
48347;94,7;39,4;-12,4;0,523;36,62;36,75;5604;0,0;0,53;0,00;0,14;0,00;0,94;0,49;0,00;0;10,54
48427;94,7;39,4;-5,7;0,817;60,53;58,75;5411;0,0;0,53;0,00;0,14;0,00;1,23;0,51;0,00;0;10,54
