Time (msec);..ECT (°C);..IAT (°C);..IGN (°BTDC);..IPW (ms);..Load (mg/stroke);..MAF (kg/h);..RPM (RPM);..TPS (%);.IACV (%);.IdleFT1 (ms);.LTFT1 (%);.STFT1 (%);.V_MAF (VDC);V_O2_Front #1 (VDC);..Knock (° Cor);Innovate MTS PSB-1 CH3 (PSI);Innovate Wideband AFR (AFR Gasoline)
32179;85,0;46,1;12,6;1,340;90,12;15,75;986;3,1;0,00;0,00;0,14;2,28;0,74;0,59;0,00;0;14,30
32259;85,0;46,1;12,6;1,410;94,78;16,75;996;3,1;0,00;0,00;0,14;2,13;0,76;0,59;0,00;0;14,29
32339;85,0;46,1;12,6;1,330;89,44;15,75;993;3,1;0,00;0,00;0,14;1,98;0,74;0,59;0,00;0;14,41
32419;85,0;46,1;12,6;1,314;88,60;15,75;1003;3,1;0,00;0,00;0,14;1,83;0,74;0,59;0,00;0;14,44
32500;85,0;46,1;12,6;1,330;89,70;15,75;991;3,1;0,00;0,00;0,14;1,66;0,74;0,61;0,00;0;14,46
32579;85,0;46,1;12,6;1,399;94,44;16,75;1000;3,1;0,00;0,00;0,14;1,51;0,76;0,61;0,00;0;14,46
32659;85,0;46,1;12,6;1,388;93,94;16,75;1005;3,1;0,00;0,00;0,14;1,32;0,76;0,59;0,00;0;14,46
32739;85,0;46,1;12,6;1,303;88,43;15,75;1005;3,1;0,00;0,00;0,14;1,14;0,74;0,61;0,00;0;14,46
32819;85,0;46,1;12,6;1,378;93,77;16,75;1007;3,1;0,00;0,00;0,14;0,96;0,76;0,62;0,00;0;14,48
32899;85,0;46,1;12,6;1,303;88,60;15,75;1003;3,1;0,00;0,00;0,14;0,78;0,74;0,64;0,00;0;14,64
32979;85,0;46,1;12,6;1,276;87,32;15,75;1018;3,1;0,00;0,00;0,14;0,59;0,74;0,66;0,00;0;14,69
33060;85,0;46,1;12,6;1,356;92,83;16,75;1017;3,1;0,00;0,00;0,14;0,41;0,76;0,64;0,00;0;14,69
33140;85,0;46,1;12,6;1,351;92,66;16,75;1019;3,1;0,00;0,00;0,14;0,23;0,78;0,64;0,00;0;14,63
33219;85,0;46,1;13,0;1,431;98,18;17,75;1018;3,1;0,00;0,00;0,14;0,04;0,76;0,64;0,00;0;14,61
33300;85,0;46,1;13,0;1,415;97,24;17,75;1028;3,1;0,00;0,00;0,14;-0,14;0,78;0,62;0,00;0;14,57
33380;85,0;46,1;13,0;1,410;97,07;17,75;1030;3,1;0,00;0,00;0,14;-0,32;0,76;0,62;0,00;0;14,52
33460;85,0;46,1;13,0;1,410;97,33;17,75;1027;3,1;0,00;0,00;0,14;-0,51;0,76;0,64;0,00;0;14,58
33540;85,0;46,1;13,0;1,485;102,41;18,75;1030;3,1;0,00;0,00;0,14;-0,69;0,80;0,62;0,00;0;14,60
33619;85,0;46,1;13,0;1,244;86,14;15,75;1032;3,1;0,00;0,00;0,14;-0,87;0,74;0,61;0,00;0;14,60
33699;85,0;46,1;13,3;1,388;96,39;17,75;1037;3,1;0,00;0,00;0,14;-1,06;0,80;0,59;0,00;0;14,41
33779;85,0;46,1;13,0;1,399;96,99;17,75;1031;3,1;0,00;0,00;0,14;-1,24;0,78;0,57;0,00;0;14,41
33859;85,0;46,1;13,0;1,383;96,39;17,75;1037;3,1;0,00;0,00;0,14;-1,42;0,78;0,57;0,00;0;14,16
33941;85,0;45,4;13,3;1,372;95,63;17,75;1045;3,1;0,00;0,00;0,14;-1,61;0,80;0,57;0,00;0;14,16
34021;85,0;45,4;12,6;1,137;79,95;14,75;1042;3,1;0,00;0,00;0,14;-1,79;0,68;0,57;0,00;0;14,23
34101;85,0;45,4;12,6;1,063;74,69;13,75;1041;1,2;0,00;0,00;0,14;-1,94;0,66;0,57;0,00;0;14,23
34180;85,0;45,4;13,0;1,057;74,86;13,75;1039;1,2;0,00;0,00;0,14;-2,09;0,64;0,55;0,00;0;14,23
34261;85,0;45,4;12,6;0,983;68,93;12,75;1047;1,2;0,00;0,00;0,14;-2,24;0,62;0,55;0,00;0;14,23
34341;85,0;45,4;12,6;0,988;69,69;12,75;1036;0,8;0,00;0,00;0,14;-2,38;0,62;0,55;0,00;0;14,01
34421;85,0;45,4;12,6;0,988;69,77;12,75;1034;0,8;0,00;0,00;0,14;-2,53;0,66;0,53;0,00;0;14,01
34501;85,0;45,4;12,2;0,897;63,25;11,75;1053;0,8;0,00;0,00;0,14;-2,68;0,61;0,55;0,00;0;14,04
34580;85,0;45,4;12,2;1,052;74,86;13,75;1039;0,8;0,00;0,00;0,14;-2,85;0,64;0,57;0,00;0;14,04
34659;85,0;45,4;13,0;0,988;70,03;12,75;1031;0,8;0,00;0,00;0,14;-3,00;0,64;0,61;0,00;0;14,51
34739;85,0;45,4;12,2;0,897;63,67;11,75;1047;0,8;0,00;0,00;0,14;-3,14;0,61;0,66;0,00;0;14,51
34820;85,0;45,4;12,2;1,031;73,59;13,75;1057;0,8;0,00;0,00;0,14;-3,32;0,68;0,74;0,00;0;14,82
34900;85,0;45,4;13,0;0,983;70,03;12,75;1031;0,8;1,88;0,00;0,14;-3,47;0,68;0,94;0,00;0;14,82
34980;85,0;45,4;9,6;0,967;68,93;12,75;1047;0,8;0,94;0,00;0,14;-3,62;0,62;2,75;0,00;0;15,04
35060;85,0;45,4;9,6;0,988;68,84;12,75;1048;0,8;0,57;0,00;0,14;-1,50;0,64;4,24;0,00;0;15,04
35140;85,0;45,4;10,0;1,004;70,11;12,75;1029;0,8;1,02;0,00;0,14;-1,35;0,62;4,47;0,00;0;15,13
35219;85,0;45,4;10,0;1,004;70,20;12,75;1028;0,8;0,66;0,00;0,14;-1,21;0,61;4,57;0,00;0;15,13
35300;85,0;45,4;9,6;1,089;76,05;13,75;1022;0,8;0,31;0,00;0,14;-1,06;0,66;4,59;0,00;0;15,10
35381;85,0;45,4;9,6;0,999;69,18;12,75;1043;0,8;-0,06;0,00;0,14;-0,91;0,64;4,61;0,00;0;15,10
35460;85,0;45,4;8,9;0,908;62,82;11,75;1061;0,8;-0,74;0,00;0,14;-0,74;0,61;4,59;0,00;0;14,96
35541;85,0;45,4;8,9;0,999;69,01;12,75;1046;0,8;-0,78;0,00;0,14;-0,58;0,62;4,24;0,00;0;14,92
35620;85,0;45,4;11,1;0,886;60,62;10,75;1008;0,8;-0,28;0,00;0,14;-0,43;0,61;4,51;0,00;0;14,86
35699;85,0;45,4;8,9;1,047;72,40;13,75;1074;0,8;0,42;0,00;0,14;-0,27;0,68;4,57;0,00;0;14,96
35780;85,0;45,4;9,6;0,999;68,67;12,75;1051;0,8;2,00;0,00;0,14;-0,10;0,64;4,57;0,00;0;14,91
35859;85,0;45,4;9,2;1,057;73,00;13,75;1065;0,8;1,32;0,00;0,14;0,08;0,68;4,59;0,00;0;14,85
35940;85,0;45,4;9,2;0,993;68,33;12,75;1057;0,8;1,26;0,00;0,14;0,27;0,64;4,70;0,00;0;14,96
36020;85,0;45,4;9,6;1,073;73,59;13,75;1057;0,8;0,90;0,00;0,14;0,45;0,66;4,72;0,00;0;15,30
36099;85,0;45,4;9,6;1,084;74,27;13,75;1047;0,8;0,55;0,00;0,14;0,61;0,62;4,74;0,00;0;15,49
36179;85,0;45,4;9,2;1,068;73,42;13,75;1059;0,8;-0,12;0,00;0,14;0,79;0,66;4,76;0,00;0;15,71
36259;85,0;45,4;9,2;0,999;68,16;12,75;1059;0,8;-0,49;0,00;0,14;0,97;0,64;4,76;0,00;0;15,54
36341;85,0;45,4;8,9;0,924;62,48;11,75;1066;0,8;-0,74;0,00;0,14;1,16;0,61;4,76;0,00;0;15,27
36421;85,0;45,4;9,2;0,940;63,50;11,75;1049;0,8;-0,47;0,00;0,14;1,33;0,61;4,20;0,00;0;14,95
36500;85,0;46,1;8,5;0,902;61,64;11,75;1081;0,8;-0,85;0,00;0,14;0,43;0,62;1,17;0,00;0;14,64
36579;85,0;46,1;8,5;0,860;58,33;10,75;1047;0,8;-0,59;0,00;0,14;0,28;0,59;0,78;0,00;0;14,61
36660;85,0;46,1;9,2;1,004;68,84;12,75;1048;0,8;-0,64;0,00;0,14;0,13;0,62;0,70;0,00;0;14,55
36739;85,0;46,1;8,1;0,897;61,04;11,75;1092;0,8;-1,02;0,00;0,14;-0,01;0,61;0,70;0,00;0;14,61
36823;85,0;46,1;8,5;0,902;62,06;11,75;1073;0,8;-0,78;0,00;0,14;-0,16;0,62;0,74;0,00;0;14,77
36899;85,0;46,1;10,3;1,020;70,54;13,00;1024;0,8;-0,50;0,00;0,14;-0,31;0,66;1,41;0,00;0;14,77
36981;85,0;46,1;7,7;0,956;65,11;12,75;1108;0,8;-1,18;0,00;0,14;0,50;0,61;4,29;0,00;0;15,08
37059;85,0;46,1;7,4;0,951;64,69;12,75;1116;0,8;-1,25;0,00;0,14;0,65;0,62;4,57;0,00;0;15,08
37139;85,0;46,1;8,5;0,929;63,08;11,75;1057;0,8;-0,99;0,00;0,14;0,80;0,62;4,67;0,00;0;15,60
37221;85,0;46,1;10,3;0,951;64,60;11,75;1032;0,8;-0,71;0,00;0,14;0,94;0,61;4,72;0,00;0;15,60
37300;85,0;46,1;11,5;1,041;70,88;12,75;1019;0,8;-0,73;0,00;0,14;1,09;0,62;4,74;0,00;0;15,71
37380;85,0;46,1;8,1;0,977;66,13;12,75;1092;0,8;-1,41;0,00;0,14;1,24;0,64;4,76;0,00;0;15,71
37460;85,0;46,1;8,5;0,854;57,06;10,75;1071;0,8;-1,17;0,00;0,14;1,38;0,57;4,76;0,00;0;15,23
37540;85,0;46,1;8,9;0,951;64,09;11,75;1040;0,8;-1,21;0,00;0,14;1,53;0,59;4,65;0,00;0;15,23
37620;85,0;46,1;8,9;0,940;63,08;11,75;1056;0,8;-1,24;0,00;0,14;1,68;0,61;2,17;0,00;0;14,82
37701;85,0;46,1;8,1;0,913;61,47;11,75;1084;0,8;-1,62;0,00;0,14;1,32;0,59;1,03;0,00;0;14,82
37780;85,0;46,1;8,9;0,956;64,60;11,75;1031;0,8;-1,05;0,00;0,14;1,18;0,62;0,70;0,00;0;14,54
37859;85,0;46,1;8,9;1,009;68,50;12,75;1054;0,8;-1,40;0,00;0,14;1,03;0,64;0,62;0,00;0;14,54
37940;85,0;46,1;8,1;0,908;61,38;11,75;1085;0,4;-1,79;0,00;0,14;0,88;0,59;0,59;0,00;0;14,35
38020;85,0;46,1;8,5;0,854;57,82;10,75;1057;0,4;-1,53;0,00;0,14;0,74;0,55;0,64;0,00;0;14,35
38099;85,0;46,1;15,6;0,913;61,55;10,75;992;0,4;-0,95;0,00;0,14;1,40;0,57;3,79;0,00;0;15,05
38179;85,0;46,1;8,5;0,780;51,89;9,75;1070;0,4;-1,89;0,00;0,14;1,55;0,57;4,49;0,00;0;15,05
38259;85,0;46,1;8,5;0,790;52,73;9,75;1052;0,4;-1,65;0,00;0,14;1,69;0,53;4,61;0,00;0;15,95
38339;85,0;46,1;17,1;0,865;57,65;9,75;963;0,4;-1,06;0,00;0,14;1,84;0,55;4,67;0,00;0;15,95
38419;85,0;46,1;17,4;0,828;54,09;8,75;924;0,4;-0,43;0,00;0,14;1,99;0,59;4,72;0,00;0;15,83
38500;85,0;46,1;15,2;1,132;71,81;10,75;851;0,4;1,74;0,00;0,14;2,13;0,59;4,74;0,00;0;15,83
38580;85,0;46,1;15,2;1,372;86,22;12,75;837;0,4;2,71;0,00;0,14;2,28;0,64;4,76;0,00;0;16,36
38661;85,0;46,1;15,2;1,351;85,46;12,75;845;0,4;2,75;0,00;0,14;2,42;0,62;4,78;0,00;0;16,36
38741;85,0;46,1;15,2;1,324;83,76;12,75;862;0,4;1,89;0,00;0,14;2,57;0,62;4,78;0,00;0;16,29
38821;85,0;46,1;15,9;1,185;75,79;11,75;879;0,4;1,63;0,00;0,14;2,72;0,59;4,78;0,00;0;16,29
38899;85,0;46,1;15,2;1,287;86,31;13,75;901;0,4;-0,75;0,00;0,14;2,86;0,62;4,80;0,00;0;16,29
38978;85,0;46,1;12,2;1,068;71,22;11,75;936;0,4;-1,08;0,00;0,14;3,01;0,59;4,80;0,00;0;16,21
39060;85,0;46,1;11,1;0,961;63,92;10,75;955;0,4;-1,42;0,00;0,14;3,16;0,57;4,80;0,00;0;16,13
39141;85,0;46,1;11,1;0,967;64,26;10,75;950;0,4;-1,16;0,00;0,14;3,30;0,57;1,09;0,00;0;15,49
39220;85,0;46,1;11,8;0,977;64,94;10,75;941;0,4;-1,20;0,00;0,14;2,88;0,59;0,59;0,00;0;14,82
39300;85,0;46,1;15,9;1,025;68,16;10,75;896;0,4;-0,90;0,00;0,14;2,73;0,59;0,53;0,00;0;14,13
39379;85,0;46,1;15,6;1,025;68,08;10,75;897;0,4;-0,90;0,00;0,14;2,58;0,59;0,51;0,00;0;13,79
39460;85,0;46,1;15,6;1,015;67,99;10,75;898;0,4;-0,89;0,00;0,14;2,44;0,57;0,53;0,00;0;13,61
39540;85,0;46,1;15,2;1,009;67,82;10,75;901;0,4;-0,89;0,00;0,14;2,29;0,59;0,53;0,00;0;13,72
39619;85,0;46,1;15,2;1,015;67,91;10,75;899;0,4;-0,89;0,00;0,14;2,15;0,57;0,57;0,00;0;13,95
39700;85,0;46,1;16,7;1,020;68,59;10,75;891;0,4;-0,88;0,00;0,14;2,00;0,57;0,61;0,00;0;14,13
39780;85,0;46,1;15,9;1,015;68,16;10,75;896;0,4;-0,88;0,00;0,14;1,85;0,59;0,68;0,00;0;14,42
39859;85,0;46,1;16,3;1,020;68,50;10,75;892;0,4;-0,86;0,00;0,14;1,71;0,57;0,82;0,00;0;14,58
39939;85,0;46,1;15,6;1,009;67,99;10,75;898;0,4;-0,86;0,00;0,14;1,56;0,57;1,29;0,00;0;14,77
40019;85,0;46,1;15,6;0,934;61,80;9,75;898;0,4;-0,86;0,00;0,14;2,22;0,59;2,87;0,00;0;14,82
40099;85,0;46,1;14,8;1,089;73,84;11,75;902;0,4;-1,17;0,00;0,14;2,37;0,62;4,14;0,00;0;14,94
40179;85,0;46,1;15,2;1,009;67,82;10,75;901;0,4;-0,88;0,00;0,14;2,51;0,57;4,41;0,00;0;14,94
40261;85,0;46,1;15,2;1,020;67,91;10,75;899;0,4;-0,87;0,00;0,14;2,66;0,57;4,49;0,00;0;14,92
40340;85,0;46,1;15,2;0,924;61,72;9,75;900;0,4;-0,87;0,00;0,14;2,81;0,57;4,55;0,00;0;14,95
40421;85,0;46,1;15,2;1,105;74,01;11,75;900;0,4;-0,88;0,00;0,14;2,95;0,59;4,61;0,00;0;14,96
40504;85,0;46,1;16,7;1,036;68,59;10,75;890;0,4;-0,87;0,00;0,14;3,10;0,57;4,65;0,00;0;14,96
40580;85,0;46,1;15,6;1,025;67,99;10,75;898;0,4;-0,86;0,00;0,14;3,25;0,57;4,67;0,00;0;14,96
40660;85,0;46,1;15,2;0,929;61,64;9,75;901;0,4;-0,86;0,00;0,14;3,39;0,55;4,67;0,00;0;14,96
40744;85,0;46,1;14,8;1,105;73,76;11,75;903;0,4;-1,17;0,00;0,14;3,54;0,61;4,67;0,00;0;14,89
40821;85,0;46,1;15,6;1,031;67,99;10,75;898;0,4;-0,87;0,00;0,14;3,69;0,59;4,49;0,00;0;14,88
40900;85,0;46,1;14,4;1,105;73,67;11,75;904;0,4;-1,18;0,00;0,14;3,83;0,59;1,83;0,00;0;14,73
40980;85,0;46,1;14,4;0,924;61,13;9,75;908;0,4;-1,19;0,00;0,14;3,41;0,53;0,82;0,00;0;14,73
41059;85,0;46,1;14,1;1,009;66,98;10,75;912;0,4;-1,21;0,00;0,14;3,26;0,57;0,64;0,00;0;14,63
41141;85,0;46,1;15,9;0,940;61,89;9,75;897;0,4;-0,91;0,00;0,14;3,11;0,55;0,61;0,00;0;14,63
41220;85,0;46,1;16,7;1,031;68,59;10,75;891;0,4;-0,90;0,00;0,14;2,97;0,57;0,59;0,00;0;14,42
41298;85,0;46,1;17,4;1,036;68,84;10,75;887;0,4;-0,88;0,00;0,14;2,82;0,59;0,55;0,00;0;14,42
41379;85,0;46,1;16,3;1,025;68,25;10,75;895;0,4;-0,88;0,00;0,14;2,67;0,55;0,55;0,00;0;14,19
41459;85,0;46,1;15,6;1,015;67,91;10,75;899;0,4;-0,87;0,00;0,14;2,53;0,57;0,53;0,00;0;14,19
41539;85,0;46,1;16,3;0,934;62,06;9,75;895;0,4;-0,87;0,00;0,14;2,38;0,55;0,53;0,00;0;14,14
41620;85,0;46,1;16,7;1,025;68,59;10,75;891;0,4;-0,85;0,00;0,14;2,24;0,57;0,55;0,00;0;14,14
41700;85,0;46,1;16,7;0,934;62,14;9,75;893;0,4;-0,84;0,00;0,14;2,09;0,53;0,55;0,00;0;14,19
41779;85,0;46,1;14,8;0,918;61,55;9,75;902;0,4;-1,14;0,00;0,14;1,94;0,55;0,57;0,00;0;14,19
41867;85,0;46,1;14,8;0,918;61,47;9,75;903;0,4;-0,84;0,00;0,14;1,80;0,53;0,57;0,00;0;14,30
41950;85,0;46,1;15,6;1,009;67,99;10,75;898;0,4;-0,85;0,00;0,14;1,61;0,57;0,57;0,00;0;14,30
42029;85,0;46,1;18,2;0,940;63,25;9,75;878;0,4;-0,84;0,00;0,14;1,47;0,55;0,59;0,00;0;14,45
42109;85,0;46,1;17,4;0,934;62,74;9,75;885;0,4;-0,83;0,00;0,14;1,32;0,55;0,59;0,00;0;14,45
42190;85,0;46,1;16,3;0,929;62,23;9,75;892;0,4;-0,83;0,00;0,14;1,17;0,55;0,61;0,00;0;14,54
42269;85,0;46,1;15,9;1,009;68,25;10,75;895;0,4;-0,82;0,00;0,14;1,03;0,61;0,62;0,00;0;14,54
42349;85,0;46,1;16,3;1,100;74,69;11,75;892;0,4;-0,81;0,00;0,14;0,88;0,59;0,66;0,00;0;14,61
42428;85,0;46,1;15,9;1,004;68,16;10,75;896;0,4;-0,81;0,00;0,14;0,73;0,57;0,74;0,00;0;14,61
42508;85,0;46,1;14,1;0,983;66,98;10,75;912;0,4;-1,12;0,00;0,14;0,59;0,57;0,94;0,00;0;14,83
42589;85,0;46,1;13,7;0,977;66,64;10,75;917;0,4;-1,14;0,00;0,14;0,44;0,55;1,76;0,00;0;14,83
42669;85,0;46,1;14,4;0,993;67,23;10,75;908;0,4;-1,15;0,00;0,14;1,25;0,55;3,65;0,00;0;15,02
42749;85,0;46,1;17,8;1,063;71,81;10,75;851;0,4;-0,85;0,00;0,14;1,40;0,57;4,37;0,00;0;15,02
42831;85,0;46,1;17,4;1,084;72,32;10,75;845;0,4;-0,51;0,00;0,14;1,54;0,59;4,49;0,00;0;15,02
42909;85,0;46,1;17,4;1,095;72,66;10,75;841;0,4;-0,17;0,00;0,14;1,69;0,57;4,55;0,00;0;15,02
42990;85,0;46,1;18,2;1,148;77,23;11,75;863;0,4;-0,76;0,00;0,14;1,84;0,59;4,59;0,00;0;14,98
43070;85,0;46,1;18,2;1,036;69,86;10,75;874;0,4;-0,75;0,00;0,14;1,98;0,57;4,65;0,00;0;15,01
43149;85,0;46,1;17,1;0,934;62,40;9,75;890;0,4;-0,74;0,00;0,14;2,13;0,57;4,68;0,00;0;15,02
43229;85,0;46,1;16,3;1,020;68,25;10,75;895;0,4;-0,73;0,00;0,14;2,28;0,57;4,70;0,00;0;15,19
43309;85,0;46,1;18,2;1,041;69,69;10,75;877;0,4;-0,72;0,00;0,14;2,42;0,59;4,72;0,00;0;15,27
43392;85,0;46,1;17,4;1,121;75,20;11,75;886;0,4;-0,71;0,00;0,14;2,57;0,59;4,74;0,00;0;15,33
43470;85,0;46,9;16,3;1,025;68,33;10,75;894;0,4;-0,70;0,00;0,14;2,71;0,59;4,74;0,00;0;15,24
43550;85,0;46,9;14,4;1,009;67,40;10,75;906;0,4;-1,00;0,00;0,14;2,86;0,57;4,74;0,00;0;15,13
43630;85,0;46,9;14,1;1,089;73,00;11,75;913;0,4;-1,02;0,00;0,14;3,01;0,59;4,74;0,00;0;15,02
43710;85,0;46,9;14,8;1,100;73,59;11,75;906;0,4;-1,03;0,00;0,14;3,15;0,57;4,76;0,00;0;15,04
43788;85,0;46,9;14,4;1,095;73,42;11,75;908;0,4;-1,05;0,00;0,14;3,30;0,61;4,76;0,00;0;14,99
43869;85,0;46,9;13,7;1,004;66,72;10,75;915;0,4;-1,06;0,00;0,14;3,45;0,55;4,76;0,00;0;14,98
43950;85,0;46,1;13,7;0,918;60,53;9,75;917;0,4;-1,09;0,00;0,14;3,59;0,55;4,76;0,00;0;14,99
44030;85,0;46,1;14,8;1,105;73,84;11,75;902;0,4;-1,11;0,00;0,14;3,74;0,59;4,76;0,00;0;14,95
44109;85,0;46,1;16,7;1,041;68,67;10,75;889;0,4;-0,80;0,00;0,14;3,89;0,57;4,76;0,00;0;14,94
44190;85,0;46,1;14,8;0,940;61,55;9,75;902;0,4;-0,79;0,00;0,14;4,03;0,55;4,67;0,00;0;14,92
44269;85,0;46,1;14,4;1,020;67,40;10,75;906;0,4;-1,10;0,00;0,14;4,18;0,59;3,53;0,00;0;14,92
44350;85,0;46,1;18,2;1,052;69,18;10,75;883;0,4;-0,80;0,00;0,14;3,90;0,55;1,41;0,00;0;14,76
44431;85,0;46,1;16,3;1,121;74,52;11,75;894;0,4;-0,79;0,00;0,14;3,75;0,61;0,90;0,00;0;14,76
44509;85,0;46,1;15,9;1,036;68,16;10,75;896;0,4;-0,79;0,00;0,14;3,61;0,59;0,78;0,00;0;14,67
44591;85,7;46,1;14,8;1,105;73,59;11,75;905;0,4;-0,79;0,00;0,14;3,46;0,62;0,72;0,00;0;14,67
44669;85,7;46,1;14,8;1,020;67,65;10,75;903;0,4;-1,09;0,00;0,14;3,31;0,55;0,70;0,00;0;14,64
44748;85,7;46,1;14,1;0,918;60,79;9,75;913;0,4;-1,10;0,00;0,14;3,17;0,53;0,72;0,00;0;14,64
44830;85,7;46,1;14,4;0,918;60,87;9,75;912;0,4;-1,12;0,00;0,14;3,02;0,55;0,68;0,00;0;14,67
44910;85,7;46,1;18,2;1,041;69,18;10,75;883;0,4;-0,83;0,00;0,14;2,87;0,57;0,70;0,00;0;14,67
44989;85,7;46,1;18,2;0,951;63,25;9,75;878;0,4;-0,81;0,00;0,14;2,73;0,57;0,64;0,00;0;14,69
45069;85,7;46,1;17,8;1,121;75,20;11,75;886;0,4;-0,79;0,00;0,14;2,58;0,61;0,62;0,00;0;14,69
45149;85,7;46,1;17,4;1,116;74,95;11,75;889;0,4;-0,78;0,00;0,14;2,44;0,62;0,62;0,00;0;14,64
45230;85,7;46,1;14,8;1,089;73,76;11,75;903;0,4;-1,08;0,00;0,14;2,29;0,61;0,64;0,00;0;14,64
45309;85,7;46,1;13,7;1,073;72,57;11,75;918;0,4;-1,10;0,00;0,14;2,14;0,61;0,76;0,00;0;14,73
45389;85,7;46,1;13,3;0,983;66,13;10,75;924;0,4;-1,13;0,00;0,14;2,00;0,59;0,92;0,00;0;14,73
45472;85,7;46,9;13,0;0,897;59,85;9,75;927;0,4;-1,17;0,00;0,14;1,85;0,55;0,92;0,00;0;14,79
45549;85,7;46,9;14,4;0,999;67,23;10,75;909;0,4;-1,19;0,00;0,14;1,70;0,59;0,88;0,00;0;14,79
45628;85,7;46,9;17,8;1,143;77,49;11,75;860;0,4;-0,88;0,00;0,14;1,56;0,61;0,68;0,00;0;14,58
45710;85,7;46,9;18,2;0,956;64,26;9,75;864;0,4;-0,84;0,00;0,14;1,41;0,59;0,62;0,00;0;14,58
45790;85,7;46,9;18,2;1,025;69,27;10,75;882;0,4;-0,83;0,00;0,14;1,26;0,57;0,59;0,00;0;14,46
45868;85,7;46,9;18,2;1,116;75,96;11,75;877;0,4;-0,82;0,00;0,14;1,12;0,61;0,59;0,00;0;14,46
45950;85,7;46,9;17,8;1,105;75,03;11,75;888;0,4;-0,81;0,00;0,14;0,97;0,61;0,61;0,00;0;14,54
46029;85,7;46,9;15,2;0,993;67,82;10,75;901;0,4;-0,80;0,00;0,14;0,82;0,55;0,68;0,00;0;14,54
46110;85,7;46,9;18,2;1,020;69,18;10,75;883;0,4;-1,11;0,00;0,14;0,68;0,57;0,80;0,00;0;14,80
46190;85,7;46,9;18,2;1,025;69,60;10,75;878;0,4;-0,79;0,00;0,14;0,53;0,59;0,92;0,00;0;14,80
46270;85,7;46,9;18,2;1,116;76,30;11,75;873;0,4;-0,78;0,00;0,14;0,38;0,59;1,13;0,00;0;14,80
46349;85,7;46,9;18,2;1,015;69,18;10,75;883;0,4;-0,76;0,00;0,14;0,24;0,55;1,07;0,00;0;14,83
46430;85,7;46,9;14,8;0,988;67,74;10,75;902;0,4;-1,06;0,00;0,14;0,09;0,59;0,78;0,00;0;14,85
46509;85,7;46,9;15,2;1,073;74,01;11,75;900;0,4;-0,76;0,00;0,14;-0,05;0,59;0,72;0,00;0;14,77
46590;85,7;46,9;16,3;0,999;68,50;10,75;892;0,4;-0,76;0,00;0,14;-0,20;0,57;0,70;0,00;0;14,73
46670;85,7;46,9;15,6;0,993;68,08;10,75;897;0,4;-0,76;0,00;0,14;-0,35;0,59;0,70;0,00;0;14,73
46749;85,7;46,9;15,2;1,068;73,93;11,75;901;0,4;-0,76;0,00;0,14;-0,49;0,59;0,70;0,00;0;14,71
46829;85,7;46,9;14,4;1,057;73,59;11,75;905;0,4;-1,05;0,00;0,14;-0,64;0,61;0,70;0,00;0;14,71
46910;85,7;46,9;14,1;0,967;66,89;10,75;913;0,4;-1,06;0,00;0,14;-0,79;0,61;0,74;0,00;0;14,74
46990;85,7;46,9;14,1;1,137;79,01;12,75;914;0,4;-1,09;0,00;0,14;-0,93;0,61;0,80;0,00;0;14,80
47068;85,7;46,9;13,3;0,956;66,21;10,75;923;0,4;-1,11;0,00;0,14;-1,08;0,57;0,86;0,00;0;14,79
47149;85,7;46,9;13,3;0,945;65,96;10,75;926;0,4;-1,14;0,00;0,14;-1,23;0,57;1,05;0,00;0;14,91
47230;85,7;46,9;13,0;0,860;59,69;9,75;930;0,4;-1,18;0,00;0,14;-1,37;0,59;0,94;0,00;0;14,86
47310;85,7;46,9;14,4;0,876;60,87;9,75;912;0,4;-1,19;0,00;0,14;-1,52;0,55;0,82;0,00;0;14,83
47390;85,7;46,9;14,8;0,967;67,32;10,75;907;0,4;-1,20;0,00;0,14;-1,67;0,59;0,72;0,00;0;14,77
47468;85,7;46,9;18,2;1,015;71,05;10,75;860;0,4;-0,89;0,00;0,14;-1,81;0,57;0,64;0,00;0;14,73
47550;85,7;46,9;17,4;1,063;72,91;10,75;838;0,4;-0,26;0,00;0,14;-1,96;0,59;0,61;0,00;0;14,73
